event_ticker,horizon,threshold,S_adjusted
CPIYOY-23JAN,7d,5.9,0.7375
CPIYOY-23JAN,7d,6.0,0.695
CPIYOY-23JAN,7d,6.1,0.645
CPIYOY-23JAN,7d,6.2,0.5
CPIYOY-23JAN,7d,6.3,0.49499999999999994
CPIYOY-23JAN,7d,6.4,0.49499999999999994
CPIYOY-23JAN,7d,6.5,0.49499999999999994
CPIYOY-23JAN,7d,6.6,0.4916666666666667
CPIYOY-23JAN,7d,6.7,0.4916666666666667
CPIYOY-23JAN,7d,6.8,0.4916666666666667
CPIYOY-23JAN,final,5.4,0.99
CPIYOY-23JAN,final,5.5,0.985
CPIYOY-23JAN,final,5.6,0.985
CPIYOY-23JAN,final,5.7,0.98
CPIYOY-23JAN,final,5.8,0.9716666666666667
CPIYOY-23JAN,final,5.9,0.9716666666666667
CPIYOY-23JAN,final,6.0,0.9716666666666667
CPIYOY-23JAN,final,6.1,0.97
CPIYOY-23JAN,final,6.2,0.885
CPIYOY-23JAN,final,6.3,0.575
CPIYOY-23JAN,final,6.4,0.3
CPIYOY-23JAN,final,6.5,0.135
CPIYOY-23JAN,final,6.6,0.055
CPIYOY-23JAN,final,6.7,0.02
CPIYOY-23JAN,final,6.8,0.01
CPIYOY-23JUL,14d,1.5,0.995
CPIYOY-23JUL,14d,1.6,0.995
CPIYOY-23JUL,14d,1.7,0.99
CPIYOY-23JUL,14d,1.8,0.99
CPIYOY-23JUL,14d,1.9,0.99
CPIYOY-23JUL,14d,2.0,0.99
CPIYOY-23JUL,14d,2.1,0.9858333333333333
CPIYOY-23JUL,14d,2.2,0.9858333333333333
CPIYOY-23JUL,14d,2.3,0.9858333333333333
CPIYOY-23JUL,14d,2.4,0.9858333333333333
CPIYOY-23JUL,14d,2.5,0.9858333333333333
CPIYOY-23JUL,14d,2.6,0.9858333333333333
CPIYOY-23JUL,14d,2.7,0.9833333333333334
CPIYOY-23JUL,14d,2.8,0.9833333333333334
CPIYOY-23JUL,14d,2.9,0.9833333333333334
CPIYOY-23JUL,14d,3.0,0.96
CPIYOY-23JUL,14d,3.1,0.805
CPIYOY-23JUL,14d,3.2,0.375
CPIYOY-23JUL,14d,3.3,0.08
CPIYOY-23JUL,14d,3.4,0.055
CPIYOY-23JUL,14d,3.5,0.045
CPIYOY-23JUL,14d,3.6,0.03
CPIYOY-23JUL,14d,3.7,0.025
CPIYOY-23JUL,14d,3.8,0.023333333333333334
CPIYOY-23JUL,14d,3.9,0.023333333333333334
CPIYOY-23JUL,14d,4.0,0.023333333333333334
CPIYOY-23JUL,14d,4.099999,0.02
CPIYOY-23JUL,14d,4.2,0.02
CPIYOY-23JUL,14d,4.3,0.015
CPIYOY-23JUL,1d,1.5,0.995
CPIYOY-23JUL,1d,1.6,0.995
CPIYOY-23JUL,1d,1.7,0.99
CPIYOY-23JUL,1d,1.8,0.99
CPIYOY-23JUL,1d,1.9,0.99
CPIYOY-23JUL,1d,2.0,0.99
CPIYOY-23JUL,1d,2.1,0.9872222222222222
CPIYOY-23JUL,1d,2.2,0.9872222222222222
CPIYOY-23JUL,1d,2.3,0.9872222222222222
CPIYOY-23JUL,1d,2.4,0.9872222222222222
CPIYOY-23JUL,1d,2.5,0.9872222222222222
CPIYOY-23JUL,1d,2.6,0.9872222222222222
CPIYOY-23JUL,1d,2.7,0.9872222222222222
CPIYOY-23JUL,1d,2.8,0.9872222222222222
CPIYOY-23JUL,1d,2.9,0.9872222222222222
CPIYOY-23JUL,1d,3.0,0.955
CPIYOY-23JUL,1d,3.1,0.8
CPIYOY-23JUL,1d,3.2,0.4
CPIYOY-23JUL,1d,3.3,0.06
CPIYOY-23JUL,1d,3.4,0.025
CPIYOY-23JUL,1d,3.5,0.02
CPIYOY-23JUL,1d,3.6,0.015
CPIYOY-23JUL,1d,3.7,0.015
CPIYOY-23JUL,1d,3.8,0.01
CPIYOY-23JUL,1d,3.9,0.01
CPIYOY-23JUL,1d,4.0,0.01
CPIYOY-23JUL,1d,4.099999,0.01
CPIYOY-23JUL,1d,4.2,0.01
CPIYOY-23JUL,1d,4.3,0.01
CPIYOY-23JUL,21d,1.5,0.995
CPIYOY-23JUL,21d,1.6,0.995
CPIYOY-23JUL,21d,1.7,0.99
CPIYOY-23JUL,21d,1.8,0.99
CPIYOY-23JUL,21d,1.9,0.99
CPIYOY-23JUL,21d,2.0,0.99
CPIYOY-23JUL,21d,2.1,0.985
CPIYOY-23JUL,21d,2.2,0.985
CPIYOY-23JUL,21d,2.3,0.985
CPIYOY-23JUL,21d,2.4,0.985
CPIYOY-23JUL,21d,2.5,0.985
CPIYOY-23JUL,21d,2.6,0.98
CPIYOY-23JUL,21d,2.7,0.98
CPIYOY-23JUL,21d,2.8,0.98
CPIYOY-23JUL,21d,2.9,0.96
CPIYOY-23JUL,21d,3.0,0.91
CPIYOY-23JUL,21d,3.1,0.61
CPIYOY-23JUL,21d,3.2,0.195
CPIYOY-23JUL,21d,3.3,0.0625
CPIYOY-23JUL,21d,3.4,0.0625
CPIYOY-23JUL,21d,3.5,0.03
CPIYOY-23JUL,21d,3.6,0.03
CPIYOY-23JUL,21d,3.7,0.025
CPIYOY-23JUL,21d,3.8,0.023333333333333334
CPIYOY-23JUL,21d,3.9,0.023333333333333334
CPIYOY-23JUL,21d,4.0,0.023333333333333334
CPIYOY-23JUL,21d,4.099999,0.02
CPIYOY-23JUL,21d,4.2,0.02
CPIYOY-23JUL,21d,4.3,0.015
CPIYOY-23JUL,3d,1.5,0.995
CPIYOY-23JUL,3d,1.6,0.995
CPIYOY-23JUL,3d,1.7,0.99
CPIYOY-23JUL,3d,1.8,0.99
CPIYOY-23JUL,3d,1.9,0.99
CPIYOY-23JUL,3d,2.0,0.99
CPIYOY-23JUL,3d,2.1,0.9872222222222222
CPIYOY-23JUL,3d,2.2,0.9872222222222222
CPIYOY-23JUL,3d,2.3,0.9872222222222222
CPIYOY-23JUL,3d,2.4,0.9872222222222222
CPIYOY-23JUL,3d,2.5,0.9872222222222222
CPIYOY-23JUL,3d,2.6,0.9872222222222222
CPIYOY-23JUL,3d,2.7,0.9872222222222222
CPIYOY-23JUL,3d,2.8,0.9872222222222222
CPIYOY-23JUL,3d,2.9,0.9872222222222222
CPIYOY-23JUL,3d,3.0,0.955
CPIYOY-23JUL,3d,3.1,0.75
CPIYOY-23JUL,3d,3.2,0.38
CPIYOY-23JUL,3d,3.3,0.06
CPIYOY-23JUL,3d,3.4,0.025000000000000005
CPIYOY-23JUL,3d,3.5,0.025000000000000005
CPIYOY-23JUL,3d,3.6,0.025000000000000005
CPIYOY-23JUL,3d,3.7,0.021666666666666667
CPIYOY-23JUL,3d,3.8,0.021666666666666667
CPIYOY-23JUL,3d,3.9,0.021666666666666667
CPIYOY-23JUL,3d,4.0,0.02
CPIYOY-23JUL,3d,4.099999,0.015
CPIYOY-23JUL,3d,4.2,0.015
CPIYOY-23JUL,3d,4.3,0.015
CPIYOY-23JUL,7d,1.5,0.995
CPIYOY-23JUL,7d,1.6,0.995
CPIYOY-23JUL,7d,1.7,0.99
CPIYOY-23JUL,7d,1.8,0.99
CPIYOY-23JUL,7d,1.9,0.99
CPIYOY-23JUL,7d,2.0,0.99
CPIYOY-23JUL,7d,2.1,0.985
CPIYOY-23JUL,7d,2.2,0.985
CPIYOY-23JUL,7d,2.3,0.985
CPIYOY-23JUL,7d,2.4,0.985
CPIYOY-23JUL,7d,2.5,0.985
CPIYOY-23JUL,7d,2.6,0.98375
CPIYOY-23JUL,7d,2.7,0.98375
CPIYOY-23JUL,7d,2.8,0.98375
CPIYOY-23JUL,7d,2.9,0.98375
CPIYOY-23JUL,7d,3.0,0.95
CPIYOY-23JUL,7d,3.1,0.75
CPIYOY-23JUL,7d,3.2,0.35
CPIYOY-23JUL,7d,3.3,0.065
CPIYOY-23JUL,7d,3.4,0.03
CPIYOY-23JUL,7d,3.5,0.03
CPIYOY-23JUL,7d,3.6,0.03
CPIYOY-23JUL,7d,3.7,0.025
CPIYOY-23JUL,7d,3.8,0.023333333333333334
CPIYOY-23JUL,7d,3.9,0.023333333333333334
CPIYOY-23JUL,7d,4.0,0.023333333333333334
CPIYOY-23JUL,7d,4.099999,0.02
CPIYOY-23JUL,7d,4.2,0.02
CPIYOY-23JUL,7d,4.3,0.015
CPIYOY-23JUL,final,1.5,0.995
CPIYOY-23JUL,final,1.6,0.995
CPIYOY-23JUL,final,1.7,0.99
CPIYOY-23JUL,final,1.8,0.99
CPIYOY-23JUL,final,1.9,0.99
CPIYOY-23JUL,final,2.0,0.99
CPIYOY-23JUL,final,2.1,0.9872222222222222
CPIYOY-23JUL,final,2.2,0.9872222222222222
CPIYOY-23JUL,final,2.3,0.9872222222222222
CPIYOY-23JUL,final,2.4,0.9872222222222222
CPIYOY-23JUL,final,2.5,0.9872222222222222
CPIYOY-23JUL,final,2.6,0.9872222222222222
CPIYOY-23JUL,final,2.7,0.9872222222222222
CPIYOY-23JUL,final,2.8,0.9872222222222222
CPIYOY-23JUL,final,2.9,0.9872222222222222
CPIYOY-23JUL,final,3.0,0.955
CPIYOY-23JUL,final,3.1,0.8
CPIYOY-23JUL,final,3.2,0.4
CPIYOY-23JUL,final,3.3,0.06
CPIYOY-23JUL,final,3.4,0.025
CPIYOY-23JUL,final,3.5,0.02
CPIYOY-23JUL,final,3.6,0.015
CPIYOY-23JUL,final,3.7,0.015
CPIYOY-23JUL,final,3.8,0.01
CPIYOY-23JUL,final,3.9,0.01
CPIYOY-23JUL,final,4.0,0.01
CPIYOY-23JUL,final,4.099999,0.01
CPIYOY-23JUL,final,4.2,0.01
CPIYOY-23JUL,final,4.3,0.01
CPIYOY-23JUN,14d,2.7,0.975
CPIYOY-23JUN,14d,2.8,0.935
CPIYOY-23JUN,14d,2.9,0.715
CPIYOY-23JUN,14d,3.0,0.385
CPIYOY-23JUN,14d,3.1,0.155
CPIYOY-23JUN,14d,3.2,0.1
CPIYOY-23JUN,14d,3.3,0.045
CPIYOY-23JUN,14d,3.4,0.025
CPIYOY-23JUN,14d,3.5,0.015
CPIYOY-23JUN,14d,3.6,0.012857142857142857
CPIYOY-23JUN,14d,3.7,0.012857142857142857
CPIYOY-23JUN,14d,3.8,0.012857142857142857
CPIYOY-23JUN,14d,3.9,0.012857142857142857
CPIYOY-23JUN,14d,4.0,0.012857142857142857
CPIYOY-23JUN,14d,4.099999,0.012857142857142857
CPIYOY-23JUN,14d,4.2,0.012857142857142857
CPIYOY-23JUN,14d,4.3,0.01
CPIYOY-23JUN,14d,4.4,0.01
CPIYOY-23JUN,14d,4.5,0.01
CPIYOY-23JUN,14d,4.6,0.005
CPIYOY-23JUN,14d,4.7,0.005
CPIYOY-23JUN,1d,2.7,0.97
CPIYOY-23JUN,1d,2.8,0.92
CPIYOY-23JUN,1d,2.9,0.67
CPIYOY-23JUN,1d,3.0,0.34
CPIYOY-23JUN,1d,3.1,0.135
CPIYOY-23JUN,1d,3.2,0.07
CPIYOY-23JUN,1d,3.3,0.035
CPIYOY-23JUN,1d,3.4,0.015
CPIYOY-23JUN,1d,3.5,0.01
CPIYOY-23JUN,1d,3.6,0.01
CPIYOY-23JUN,1d,3.7,0.01
CPIYOY-23JUN,1d,3.8,0.01
CPIYOY-23JUN,1d,3.9,0.007142857142857141
CPIYOY-23JUN,1d,4.0,0.007142857142857141
CPIYOY-23JUN,1d,4.099999,0.007142857142857141
CPIYOY-23JUN,1d,4.2,0.007142857142857141
CPIYOY-23JUN,1d,4.3,0.007142857142857141
CPIYOY-23JUN,1d,4.4,0.007142857142857141
CPIYOY-23JUN,1d,4.5,0.007142857142857141
CPIYOY-23JUN,1d,4.6,0.005
CPIYOY-23JUN,1d,4.7,0.005
CPIYOY-23JUN,21d,2.7,0.97
CPIYOY-23JUN,21d,2.8,0.925
CPIYOY-23JUN,21d,2.9,0.67
CPIYOY-23JUN,21d,3.0,0.34352941176470586
CPIYOY-23JUN,21d,3.1,0.34352941176470586
CPIYOY-23JUN,21d,3.2,0.34352941176470586
CPIYOY-23JUN,21d,3.3,0.34352941176470586
CPIYOY-23JUN,21d,3.4,0.34352941176470586
CPIYOY-23JUN,21d,3.5,0.34352941176470586
CPIYOY-23JUN,21d,3.6,0.34352941176470586
CPIYOY-23JUN,21d,3.7,0.34352941176470586
CPIYOY-23JUN,21d,3.8,0.34352941176470586
CPIYOY-23JUN,21d,3.9,0.34352941176470586
CPIYOY-23JUN,21d,4.0,0.34352941176470586
CPIYOY-23JUN,21d,4.099999,0.34352941176470586
CPIYOY-23JUN,21d,4.2,0.34352941176470586
CPIYOY-23JUN,21d,4.3,0.34352941176470586
CPIYOY-23JUN,21d,4.4,0.34352941176470586
CPIYOY-23JUN,21d,4.5,0.34352941176470586
CPIYOY-23JUN,21d,4.6,0.34352941176470586
CPIYOY-23JUN,21d,4.7,0.005
CPIYOY-23JUN,3d,2.7,0.98
CPIYOY-23JUN,3d,2.8,0.91
CPIYOY-23JUN,3d,2.9,0.675
CPIYOY-23JUN,3d,3.0,0.38
CPIYOY-23JUN,3d,3.1,0.17
CPIYOY-23JUN,3d,3.2,0.105
CPIYOY-23JUN,3d,3.3,0.035
CPIYOY-23JUN,3d,3.4,0.015
CPIYOY-23JUN,3d,3.5,0.012499999999999999
CPIYOY-23JUN,3d,3.6,0.012499999999999999
CPIYOY-23JUN,3d,3.7,0.012499999999999999
CPIYOY-23JUN,3d,3.8,0.012499999999999999
CPIYOY-23JUN,3d,3.9,0.012499999999999999
CPIYOY-23JUN,3d,4.0,0.012499999999999999
CPIYOY-23JUN,3d,4.099999,0.012499999999999999
CPIYOY-23JUN,3d,4.2,0.012499999999999999
CPIYOY-23JUN,3d,4.3,0.01
CPIYOY-23JUN,3d,4.4,0.01
CPIYOY-23JUN,3d,4.5,0.01
CPIYOY-23JUN,3d,4.6,0.005
CPIYOY-23JUN,3d,4.7,0.005
CPIYOY-23JUN,7d,2.7,0.98
CPIYOY-23JUN,7d,2.8,0.915
CPIYOY-23JUN,7d,2.9,0.665
CPIYOY-23JUN,7d,3.0,0.335
CPIYOY-23JUN,7d,3.1,0.125
CPIYOY-23JUN,7d,3.2,0.075
CPIYOY-23JUN,7d,3.3,0.025
CPIYOY-23JUN,7d,3.4,0.015
CPIYOY-23JUN,7d,3.5,0.011875
CPIYOY-23JUN,7d,3.6,0.011875
CPIYOY-23JUN,7d,3.7,0.011875
CPIYOY-23JUN,7d,3.8,0.011875
CPIYOY-23JUN,7d,3.9,0.011875
CPIYOY-23JUN,7d,4.0,0.011875
CPIYOY-23JUN,7d,4.099999,0.011875
CPIYOY-23JUN,7d,4.2,0.011875
CPIYOY-23JUN,7d,4.3,0.01
CPIYOY-23JUN,7d,4.4,0.01
CPIYOY-23JUN,7d,4.5,0.01
CPIYOY-23JUN,7d,4.6,0.005
CPIYOY-23JUN,7d,4.7,0.005
CPIYOY-23JUN,final,2.7,0.97
CPIYOY-23JUN,final,2.8,0.92
CPIYOY-23JUN,final,2.9,0.67
CPIYOY-23JUN,final,3.0,0.34
CPIYOY-23JUN,final,3.1,0.135
CPIYOY-23JUN,final,3.2,0.07
CPIYOY-23JUN,final,3.3,0.035
CPIYOY-23JUN,final,3.4,0.015
CPIYOY-23JUN,final,3.5,0.01
CPIYOY-23JUN,final,3.6,0.01
CPIYOY-23JUN,final,3.7,0.01
CPIYOY-23JUN,final,3.8,0.01
CPIYOY-23JUN,final,3.9,0.007142857142857141
CPIYOY-23JUN,final,4.0,0.007142857142857141
CPIYOY-23JUN,final,4.099999,0.007142857142857141
CPIYOY-23JUN,final,4.2,0.007142857142857141
CPIYOY-23JUN,final,4.3,0.007142857142857141
CPIYOY-23JUN,final,4.4,0.007142857142857141
CPIYOY-23JUN,final,4.5,0.007142857142857141
CPIYOY-23JUN,final,4.6,0.005
CPIYOY-23JUN,final,4.7,0.005
CPIYOY-23MAR,14d,3.4,0.8
CPIYOY-23MAR,14d,3.5,0.5696874999999999
CPIYOY-23MAR,14d,3.6,0.5696874999999999
CPIYOY-23MAR,14d,3.7,0.5696874999999999
CPIYOY-23MAR,14d,3.8,0.5696874999999999
CPIYOY-23MAR,14d,3.9,0.5696874999999999
CPIYOY-23MAR,14d,4.0,0.5696874999999999
CPIYOY-23MAR,14d,4.099999,0.5696874999999999
CPIYOY-23MAR,14d,4.2,0.5696874999999999
CPIYOY-23MAR,14d,4.3,0.5696874999999999
CPIYOY-23MAR,14d,4.4,0.5696874999999999
CPIYOY-23MAR,14d,4.5,0.5696874999999999
CPIYOY-23MAR,14d,4.6,0.5696874999999999
CPIYOY-23MAR,14d,4.7,0.5696874999999999
CPIYOY-23MAR,14d,4.8,0.5696874999999999
CPIYOY-23MAR,14d,4.9,0.5696874999999999
CPIYOY-23MAR,14d,5.0,0.5696874999999999
CPIYOY-23MAR,14d,5.1,0.54
CPIYOY-23MAR,14d,5.2,0.195
CPIYOY-23MAR,14d,5.3,0.14333333333333328
CPIYOY-23MAR,14d,5.4,0.14333333333333328
CPIYOY-23MAR,14d,5.5,0.14333333333333328
CPIYOY-23MAR,14d,5.6,0.14333333333333328
CPIYOY-23MAR,14d,5.7,0.14333333333333328
CPIYOY-23MAR,14d,5.8,0.14333333333333328
CPIYOY-23MAR,14d,5.9,0.14333333333333328
CPIYOY-23MAR,14d,6.0,0.14333333333333328
CPIYOY-23MAR,14d,6.1,0.14333333333333328
CPIYOY-23MAR,14d,6.2,0.14333333333333328
CPIYOY-23MAR,14d,6.3,0.14333333333333328
CPIYOY-23MAR,14d,6.4,0.14333333333333328
CPIYOY-23MAR,14d,6.5,0.04
CPIYOY-23MAR,1d,3.4,0.8
CPIYOY-23MAR,1d,3.5,0.5868749999999999
CPIYOY-23MAR,1d,3.6,0.5868749999999999
CPIYOY-23MAR,1d,3.7,0.5868749999999999
CPIYOY-23MAR,1d,3.8,0.5868749999999999
CPIYOY-23MAR,1d,3.9,0.5868749999999999
CPIYOY-23MAR,1d,4.0,0.5868749999999999
CPIYOY-23MAR,1d,4.099999,0.5868749999999999
CPIYOY-23MAR,1d,4.2,0.5868749999999999
CPIYOY-23MAR,1d,4.3,0.5868749999999999
CPIYOY-23MAR,1d,4.4,0.5868749999999999
CPIYOY-23MAR,1d,4.5,0.5868749999999999
CPIYOY-23MAR,1d,4.6,0.5868749999999999
CPIYOY-23MAR,1d,4.7,0.5868749999999999
CPIYOY-23MAR,1d,4.8,0.5868749999999999
CPIYOY-23MAR,1d,4.9,0.5868749999999999
CPIYOY-23MAR,1d,5.0,0.5868749999999999
CPIYOY-23MAR,1d,5.1,0.56
CPIYOY-23MAR,1d,5.2,0.16
CPIYOY-23MAR,1d,5.3,0.05
CPIYOY-23MAR,1d,5.4,0.015
CPIYOY-23MAR,1d,5.5,0.0125
CPIYOY-23MAR,1d,5.6,0.0125
CPIYOY-23MAR,1d,5.7,0.01
CPIYOY-23MAR,1d,5.8,0.01
CPIYOY-23MAR,1d,5.9,0.01
CPIYOY-23MAR,1d,6.0,0.005
CPIYOY-23MAR,1d,6.1,0.005
CPIYOY-23MAR,1d,6.2,0.005
CPIYOY-23MAR,1d,6.3,0.005
CPIYOY-23MAR,1d,6.4,0.005
CPIYOY-23MAR,1d,6.5,0.005
CPIYOY-23MAR,21d,3.4,0.8
CPIYOY-23MAR,21d,3.5,0.5620588235294116
CPIYOY-23MAR,21d,3.6,0.5620588235294116
CPIYOY-23MAR,21d,3.7,0.5620588235294116
CPIYOY-23MAR,21d,3.8,0.5620588235294116
CPIYOY-23MAR,21d,3.9,0.5620588235294116
CPIYOY-23MAR,21d,4.0,0.5620588235294116
CPIYOY-23MAR,21d,4.099999,0.5620588235294116
CPIYOY-23MAR,21d,4.2,0.5620588235294116
CPIYOY-23MAR,21d,4.3,0.5620588235294116
CPIYOY-23MAR,21d,4.4,0.5620588235294116
CPIYOY-23MAR,21d,4.5,0.5620588235294116
CPIYOY-23MAR,21d,4.6,0.5620588235294116
CPIYOY-23MAR,21d,4.7,0.5620588235294116
CPIYOY-23MAR,21d,4.8,0.5620588235294116
CPIYOY-23MAR,21d,4.9,0.5620588235294116
CPIYOY-23MAR,21d,5.0,0.5620588235294116
CPIYOY-23MAR,21d,5.1,0.5620588235294116
CPIYOY-23MAR,21d,5.2,0.42
CPIYOY-23MAR,21d,5.3,0.31615384615384623
CPIYOY-23MAR,21d,5.4,0.31615384615384623
CPIYOY-23MAR,21d,5.5,0.31615384615384623
CPIYOY-23MAR,21d,5.6,0.31615384615384623
CPIYOY-23MAR,21d,5.7,0.31615384615384623
CPIYOY-23MAR,21d,5.8,0.31615384615384623
CPIYOY-23MAR,21d,5.9,0.31615384615384623
CPIYOY-23MAR,21d,6.0,0.31615384615384623
CPIYOY-23MAR,21d,6.1,0.31615384615384623
CPIYOY-23MAR,21d,6.2,0.31615384615384623
CPIYOY-23MAR,21d,6.3,0.31615384615384623
CPIYOY-23MAR,21d,6.4,0.31615384615384623
CPIYOY-23MAR,21d,6.5,0.31615384615384623
CPIYOY-23MAR,3d,3.4,0.8
CPIYOY-23MAR,3d,3.5,0.591764705882353
CPIYOY-23MAR,3d,3.6,0.591764705882353
CPIYOY-23MAR,3d,3.7,0.591764705882353
CPIYOY-23MAR,3d,3.8,0.591764705882353
CPIYOY-23MAR,3d,3.9,0.591764705882353
CPIYOY-23MAR,3d,4.0,0.591764705882353
CPIYOY-23MAR,3d,4.099999,0.591764705882353
CPIYOY-23MAR,3d,4.2,0.591764705882353
CPIYOY-23MAR,3d,4.3,0.591764705882353
CPIYOY-23MAR,3d,4.4,0.591764705882353
CPIYOY-23MAR,3d,4.5,0.591764705882353
CPIYOY-23MAR,3d,4.6,0.591764705882353
CPIYOY-23MAR,3d,4.7,0.591764705882353
CPIYOY-23MAR,3d,4.8,0.591764705882353
CPIYOY-23MAR,3d,4.9,0.591764705882353
CPIYOY-23MAR,3d,5.0,0.591764705882353
CPIYOY-23MAR,3d,5.1,0.591764705882353
CPIYOY-23MAR,3d,5.2,0.225
CPIYOY-23MAR,3d,5.3,0.065
CPIYOY-23MAR,3d,5.4,0.015
CPIYOY-23MAR,3d,5.5,0.0125
CPIYOY-23MAR,3d,5.6,0.0125
CPIYOY-23MAR,3d,5.7,0.01
CPIYOY-23MAR,3d,5.8,0.01
CPIYOY-23MAR,3d,5.9,0.01
CPIYOY-23MAR,3d,6.0,0.005
CPIYOY-23MAR,3d,6.1,0.005
CPIYOY-23MAR,3d,6.2,0.005
CPIYOY-23MAR,3d,6.3,0.005
CPIYOY-23MAR,3d,6.4,0.005
CPIYOY-23MAR,3d,6.5,0.005
CPIYOY-23MAR,7d,3.4,0.8
CPIYOY-23MAR,7d,3.5,0.5794117647058823
CPIYOY-23MAR,7d,3.6,0.5794117647058823
CPIYOY-23MAR,7d,3.7,0.5794117647058823
CPIYOY-23MAR,7d,3.8,0.5794117647058823
CPIYOY-23MAR,7d,3.9,0.5794117647058823
CPIYOY-23MAR,7d,4.0,0.5794117647058823
CPIYOY-23MAR,7d,4.099999,0.5794117647058823
CPIYOY-23MAR,7d,4.2,0.5794117647058823
CPIYOY-23MAR,7d,4.3,0.5794117647058823
CPIYOY-23MAR,7d,4.4,0.5794117647058823
CPIYOY-23MAR,7d,4.5,0.5794117647058823
CPIYOY-23MAR,7d,4.6,0.5794117647058823
CPIYOY-23MAR,7d,4.7,0.5794117647058823
CPIYOY-23MAR,7d,4.8,0.5794117647058823
CPIYOY-23MAR,7d,4.9,0.5794117647058823
CPIYOY-23MAR,7d,5.0,0.5794117647058823
CPIYOY-23MAR,7d,5.1,0.5794117647058823
CPIYOY-23MAR,7d,5.2,0.25
CPIYOY-23MAR,7d,5.3,0.07500000000000001
CPIYOY-23MAR,7d,5.4,0.07500000000000001
CPIYOY-23MAR,7d,5.5,0.07500000000000001
CPIYOY-23MAR,7d,5.6,0.07500000000000001
CPIYOY-23MAR,7d,5.7,0.07500000000000001
CPIYOY-23MAR,7d,5.8,0.07500000000000001
CPIYOY-23MAR,7d,5.9,0.07500000000000001
CPIYOY-23MAR,7d,6.0,0.07500000000000001
CPIYOY-23MAR,7d,6.1,0.07500000000000001
CPIYOY-23MAR,7d,6.2,0.07500000000000001
CPIYOY-23MAR,7d,6.3,0.07500000000000001
CPIYOY-23MAR,7d,6.4,0.07500000000000001
CPIYOY-23MAR,7d,6.5,0.04
CPIYOY-23MAR,final,3.4,0.8
CPIYOY-23MAR,final,3.5,0.5868749999999999
CPIYOY-23MAR,final,3.6,0.5868749999999999
CPIYOY-23MAR,final,3.7,0.5868749999999999
CPIYOY-23MAR,final,3.8,0.5868749999999999
CPIYOY-23MAR,final,3.9,0.5868749999999999
CPIYOY-23MAR,final,4.0,0.5868749999999999
CPIYOY-23MAR,final,4.099999,0.5868749999999999
CPIYOY-23MAR,final,4.2,0.5868749999999999
CPIYOY-23MAR,final,4.3,0.5868749999999999
CPIYOY-23MAR,final,4.4,0.5868749999999999
CPIYOY-23MAR,final,4.5,0.5868749999999999
CPIYOY-23MAR,final,4.6,0.5868749999999999
CPIYOY-23MAR,final,4.7,0.5868749999999999
CPIYOY-23MAR,final,4.8,0.5868749999999999
CPIYOY-23MAR,final,4.9,0.5868749999999999
CPIYOY-23MAR,final,5.0,0.5868749999999999
CPIYOY-23MAR,final,5.1,0.56
CPIYOY-23MAR,final,5.2,0.16
CPIYOY-23MAR,final,5.3,0.05
CPIYOY-23MAR,final,5.4,0.015
CPIYOY-23MAR,final,5.5,0.0125
CPIYOY-23MAR,final,5.6,0.0125
CPIYOY-23MAR,final,5.7,0.01
CPIYOY-23MAR,final,5.8,0.01
CPIYOY-23MAR,final,5.9,0.01
CPIYOY-23MAR,final,6.0,0.005
CPIYOY-23MAR,final,6.1,0.005
CPIYOY-23MAR,final,6.2,0.005
CPIYOY-23MAR,final,6.3,0.005
CPIYOY-23MAR,final,6.4,0.005
CPIYOY-23MAR,final,6.5,0.005
CPIYOY-23MAY,14d,3.3,0.995
CPIYOY-23MAY,14d,3.4,0.995
CPIYOY-23MAY,14d,3.5,0.99
CPIYOY-23MAY,14d,3.6,0.985
CPIYOY-23MAY,14d,3.7,0.985
CPIYOY-23MAY,14d,3.8,0.905
CPIYOY-23MAY,14d,3.9,0.775
CPIYOY-23MAY,14d,4.0,0.4
CPIYOY-23MAY,14d,4.099999,0.14
CPIYOY-23MAY,14d,4.2,0.07
CPIYOY-23MAY,14d,4.3,0.025
CPIYOY-23MAY,14d,4.4,0.005
CPIYOY-23MAY,14d,4.5,0.005
CPIYOY-23MAY,14d,4.6,0.005
CPIYOY-23MAY,14d,4.7,0.005
CPIYOY-23MAY,1d,3.3,0.995
CPIYOY-23MAY,1d,3.4,0.995
CPIYOY-23MAY,1d,3.5,0.99
CPIYOY-23MAY,1d,3.6,0.985
CPIYOY-23MAY,1d,3.7,0.98
CPIYOY-23MAY,1d,3.8,0.945
CPIYOY-23MAY,1d,3.9,0.835
CPIYOY-23MAY,1d,4.0,0.53
CPIYOY-23MAY,1d,4.099999,0.285
CPIYOY-23MAY,1d,4.2,0.08
CPIYOY-23MAY,1d,4.3,0.03
CPIYOY-23MAY,1d,4.4,0.005
CPIYOY-23MAY,1d,4.5,0.005
CPIYOY-23MAY,1d,4.6,0.005
CPIYOY-23MAY,1d,4.7,0.005
CPIYOY-23MAY,21d,3.3,0.9924999999999999
CPIYOY-23MAY,21d,3.4,0.9924999999999999
CPIYOY-23MAY,21d,3.5,0.99
CPIYOY-23MAY,21d,3.6,0.985
CPIYOY-23MAY,21d,3.7,0.98
CPIYOY-23MAY,21d,3.8,0.93
CPIYOY-23MAY,21d,3.9,0.775
CPIYOY-23MAY,21d,4.0,0.52
CPIYOY-23MAY,21d,4.099999,0.215
CPIYOY-23MAY,21d,4.2,0.12
